source_page,source_domain,dead_destination,dead_destination_domain,recommended_replacement_slug,replacement_domain,recommendation_type,confidence_score,reason,apply_round
/guide/traffic-accident/traffic-accident-emergency-vehicle-block,traffic-accident,/guide/traffic-accident/traffic-accident-blackbox-evidence,traffic-accident,traffic-accident-dashcam-evidence-guide,traffic-accident,replace,0.794,"sim 0.77, needs review",hold_low_confidence
/guide/traffic-accident/traffic-accident-night-no-light-pedestrian,traffic-accident,/guide/traffic-accident/traffic-accident-blackbox-evidence,traffic-accident,traffic-accident-dashcam-evidence-guide,traffic-accident,replace,0.794,"sim 0.77, needs review",hold_low_confidence
/guide/traffic-accident/traffic-accident-night-no-light-pedestrian,traffic-accident,/guide/traffic-accident/traffic-accident-rear-end-fault-dispute,traffic-accident,traffic-accident-rear-end-fault-ratio,traffic-accident,replace,0.849,"replace + sim≥0.85 + repl_exists + priority, conf=0.85",round1_replace_high_confidence
/guide/traffic-accident/traffic-accident-night-no-light-pedestrian,traffic-accident,/guide/traffic-accident/traffic-accident-personal-injury-claim,traffic-accident,traffic-accident-passenger-injury-claim,traffic-accident,replace,0.843,"replace + sim≥0.85 + repl_exists + priority, conf=0.84",round1_replace_high_confidence
/guide/traffic-accident/traffic-accident-hospital-discharge-symptom,traffic-accident,/guide/traffic-accident/traffic-accident-personal-injury-claim,traffic-accident,traffic-accident-passenger-injury-claim,traffic-accident,replace,0.843,"replace + sim≥0.85 + repl_exists + priority, conf=0.84",round1_replace_high_confidence
/guide/traffic-accident/traffic-accident-hospital-discharge-symptom,traffic-accident,/guide/traffic-accident/traffic-accident-settlement-documents,traffic-accident,traffic-accident-settlement-mistakes,traffic-accident,replace,0.838,"replace + sim≥0.85 + repl_exists + priority, conf=0.84",round1_replace_high_confidence
/guide/traffic-accident/traffic-accident-hospital-discharge-symptom,traffic-accident,/guide/traffic-accident/traffic-accident-blackbox-evidence,traffic-accident,traffic-accident-dashcam-evidence-guide,traffic-accident,replace,0.794,"sim 0.77, needs review",hold_low_confidence
/guide/traffic-accident/traffic-accident-hospital-discharge-symptom,traffic-accident,/guide/traffic-accident/traffic-accident-rear-end-fault-dispute,traffic-accident,traffic-accident-rear-end-fault-ratio,traffic-accident,replace,0.849,"replace + sim≥0.85 + repl_exists + priority, conf=0.85",round1_replace_high_confidence
/guide/traffic-accident/traffic-accident-electric-kickboard-pedestrian,traffic-accident,/guide/traffic-accident/traffic-accident-blackbox-evidence,traffic-accident,traffic-accident-dashcam-evidence-guide,traffic-accident,replace,0.794,"sim 0.77, needs review",hold_low_confidence
/guide/traffic-accident/traffic-accident-electric-kickboard-pedestrian,traffic-accident,/guide/traffic-accident/traffic-accident-rear-end-fault-dispute,traffic-accident,traffic-accident-rear-end-fault-ratio,traffic-accident,replace,0.849,"replace + sim≥0.85 + repl_exists + priority, conf=0.85",round1_replace_high_confidence
/guide/traffic-accident/traffic-accident-electric-kickboard-pedestrian,traffic-accident,/guide/traffic-accident/traffic-accident-personal-injury-claim,traffic-accident,traffic-accident-passenger-injury-claim,traffic-accident,replace,0.843,"replace + sim≥0.85 + repl_exists + priority, conf=0.84",round1_replace_high_confidence
/guide/wage/wage-pogual-irregular-shift-time-illegal,wage,/guide/wage/wage-overtime-night-allowance-illegal,wage,wage-fixed-night-shift-allowance-claim,wage,replace_low,0.722,"sim 0.64, needs review",hold_low_confidence
/guide/wage/wage-pogual-irregular-shift-time-illegal,wage,/guide/wage/wage-payslip-incomplete-violation,wage,wage-piece-rate-minimum-violation,wage,replace_low,0.722,"sim 0.64, needs review",hold_low_confidence
/guide/wage/wage-incentive-revocation-after-meeting-target,wage,/guide/wage/wage-payslip-incomplete-violation,wage,wage-piece-rate-minimum-violation,wage,replace_low,0.722,"sim 0.64, needs review",hold_low_confidence
/guide/wage/wage-incentive-revocation-after-meeting-target,wage,/guide/wage/wage-deferred-payment-interest,wage,wage-late-payment-interest-claim,wage,replace,0.777,"sim 0.74, needs review",hold_low_confidence
/guide/wage/wage-childcare-bonus-discrimination,wage,/guide/wage/wage-payslip-incomplete-violation,wage,wage-piece-rate-minimum-violation,wage,replace_low,0.722,"sim 0.64, needs review",hold_low_confidence
/guide/jeonse/jeonse-landlord-death-deposit-return,jeonse,/guide/jeonse/jeonse-deposit-not-returned-response,jeonse,jeonse-partial-deposit-return-response,jeonse,replace,0.816,"sim 0.81, needs review",hold_low_confidence
/guide/jeonse/jeonse-multi-creditor-deposit-priority,jeonse,/guide/jeonse/jeonse-deposit-not-returned-response,jeonse,jeonse-partial-deposit-return-response,jeonse,replace,0.816,"sim 0.81, needs review",hold_low_confidence
/guide/wage/wage-pogual-warehouse-logistics-shift-illegal,wage,/guide/wage/wage-overtime-night-allowance-illegal,wage,wage-fixed-night-shift-allowance-claim,wage,replace_low,0.722,"sim 0.64, needs review",hold_low_confidence
/guide/defamation/defamation-coworker-spread-victim,defamation,/guide/defamation/defamation-workplace-response,defamation,defamation-workplace-rumor-response,defamation,replace,0.871,"replace + sim≥0.85 + repl_exists + priority, conf=0.87",round1_replace_high_confidence
/guide/defamation/defamation-coworker-spread-victim,defamation,/guide/defamation/defamation-messenger-response,defamation,defamation-accused-response,defamation,replace,0.804,"sim 0.79, needs review",hold_low_confidence
/guide/defamation/defamation-coworker-spread-victim,defamation,/guide/defamation/defamation-coworker-rumor,defamation,defamation-coworker-spread-victim,defamation,replace,0.788,"sim 0.76, needs review",hold_low_confidence
/guide/defamation/defamation-coworker-spread-victim,defamation,/guide/defamation/defamation-criminal-complaint-procedure,defamation,defamation-complaint-prep,defamation,replace,0.782,"sim 0.75, needs review",hold_low_confidence
/guide/defamation/defamation-coworker-spread-victim,defamation,/guide/defamation/defamation-civil-damages-procedure,defamation,defamation-deepfake-victim-takedown-procedure,defamation,replace_low,0.717,"sim 0.63, needs review",hold_low_confidence
/guide/defamation/defamation-anonymous-board-tracking,defamation,/guide/defamation/defamation-criminal-complaint-procedure,defamation,defamation-complaint-prep,defamation,replace,0.782,"sim 0.75, needs review",hold_low_confidence
/guide/defamation/defamation-anonymous-board-tracking,defamation,/guide/defamation/defamation-temporary-measure-request,defamation,defamation-cafe-id-disclosure-request,defamation,replace_low,0.744,"sim 0.68, needs review",hold_low_confidence
/guide/defamation/defamation-anonymous-board-tracking,defamation,/guide/defamation/defamation-civil-damages-procedure,defamation,defamation-deepfake-victim-takedown-procedure,defamation,replace_low,0.717,"sim 0.63, needs review",hold_low_confidence
/guide/defamation/defamation-private-chat-leak-accused,defamation,/guide/defamation/defamation-messenger-response,defamation,defamation-accused-response,defamation,replace,0.804,"sim 0.79, needs review",hold_low_confidence
/guide/defamation/defamation-private-chat-leak-accused,defamation,/guide/defamation/defamation-settlement-negotiation,defamation,defamation-settlement-amount-guide,defamation,replace,0.766,"sim 0.72, needs review",hold_low_confidence
/guide/defamation/defamation-private-chat-leak-accused,defamation,/guide/defamation/defamation-punishment-level,defamation,defamation-complaint-prep,defamation,replace_low,0.728,"sim 0.65, needs review",hold_low_confidence
/guide/defamation/defamation-private-chat-leak-accused,defamation,/guide/defamation/defamation-criminal-complaint-procedure,defamation,defamation-complaint-prep,defamation,replace,0.782,"sim 0.75, needs review",hold_low_confidence
/guide/jeonse/jeonse-implicit-renewal-tenant-termination-notice,jeonse,/guide/jeonse/jeonse-deposit-not-returned-response,jeonse,jeonse-partial-deposit-return-response,jeonse,replace,0.816,"sim 0.81, needs review",hold_low_confidence
/guide/jeonse/jeonse-deposit-deduction-unpaid-rent-fee,jeonse,/guide/jeonse/jeonse-deposit-not-returned-response,jeonse,jeonse-partial-deposit-return-response,jeonse,replace,0.816,"sim 0.81, needs review",hold_low_confidence
/guide/jeonse/jeonse-deposit-deduction-unpaid-rent-fee,jeonse,/guide/jeonse/jeonse-deposit-not-returned-response,jeonse,jeonse-partial-deposit-return-response,jeonse,replace,0.816,"sim 0.81, needs review",hold_low_confidence
/guide/stalking/stalking-ex-lover-online-evidence-collect,stalking,/guide/stalking/stalking-report-procedure,stalking,stalking-club-member-pursuit-procedure,stalking,replace,0.772,"sim 0.73, needs review",hold_low_confidence
/guide/stalking/stalking-ex-lover-online-evidence-collect,stalking,/guide/stalking/stalking-temporary-measures,stalking,stalking-emergency-measure-rejected,stalking,replace_low,0.744,"sim 0.68, needs review",hold_low_confidence
/guide/stalking/stalking-ex-lover-online-evidence-collect,stalking,/guide/stalking/stalking-penalty-overview,stalking,stalking-penalty-restraining-order,stalking,replace_low,0.744,"sim 0.68, needs review",hold_low_confidence
/guide/stalking/stalking-ex-lover-online-evidence-collect,stalking,/guide/stalking/stalking-evidence-collection,stalking,stalking-evidence-collection-faq,stalking,replace,0.882,"replace + sim≥0.85 + repl_exists + priority, conf=0.88",round1_replace_high_confidence
/guide/stalking/stalking-club-member-pursuit-procedure,stalking,/guide/stalking/stalking-report-procedure,stalking,stalking-club-member-pursuit-procedure,stalking,replace,0.772,"sim 0.73, needs review",hold_low_confidence
/guide/stalking/stalking-club-member-pursuit-procedure,stalking,/guide/stalking/stalking-temporary-measures,stalking,stalking-emergency-measure-rejected,stalking,replace_low,0.744,"sim 0.68, needs review",hold_low_confidence
/guide/stalking/stalking-club-member-pursuit-procedure,stalking,/guide/stalking/stalking-penalty-overview,stalking,stalking-penalty-restraining-order,stalking,replace_low,0.744,"sim 0.68, needs review",hold_low_confidence
/guide/stalking/stalking-club-member-pursuit-procedure,stalking,/guide/stalking/stalking-evidence-collection,stalking,stalking-evidence-collection-faq,stalking,replace,0.882,"replace + sim≥0.85 + repl_exists + priority, conf=0.88",round1_replace_high_confidence
/guide/child-support/child-support-direct-payment-third-party-employer,child-support,/guide/child-support/child-support-agency-collection-procedure,child-support,child-support-agency-collection-limits,child-support,replace,0.816,"sim 0.81, needs review",hold_low_confidence
/guide/child-support/child-support-direct-payment-third-party-employer,child-support,/guide/child-support/child-support-enforcement-order,child-support,child-support-enforcement-order-apply,child-support,replace,0.871,"replace + sim≥0.85 + repl_exists + priority, conf=0.87",round1_replace_high_confidence
/guide/child-support/child-support-direct-payment-third-party-employer,child-support,/guide/child-support/child-support-detention-order,child-support,child-support-detention-order-3-times-unpaid,child-support,replace,0.804,"sim 0.79, needs review",hold_low_confidence
/guide/child-support/child-support-direct-payment-third-party-employer,child-support,/guide/child-support/child-support-direct-vs-agency-comparison,child-support,child-support-agency-collection-limits,child-support,replace_low,0.733,"sim 0.66, needs review",hold_low_confidence
/guide/child-support/child-support-direct-payment-third-party-employer,child-support,/guide/child-support/child-support-non-payment-comprehensive,child-support,child-support-direct-payment-order-process,child-support,replace_low,0.75,"sim 0.69, needs review",hold_low_confidence
/guide/child-support/child-support-modification-employer-income-change,child-support,/guide/child-support/child-support-calculation-standard,child-support,child-support-calculation-table,child-support,replace,0.843,"replace + sim≥0.85 + repl_exists + priority, conf=0.84",round1_replace_high_confidence
/guide/child-support/child-support-modification-employer-income-change,child-support,/guide/child-support/child-support-modification-procedure,child-support,child-support-modification-income-change,child-support,replace,0.804,"sim 0.79, needs review",hold_low_confidence
/guide/child-support/child-support-modification-employer-income-change,child-support,/guide/child-support/child-support-non-payment-comprehensive,child-support,child-support-direct-payment-order-process,child-support,replace_low,0.75,"sim 0.69, needs review",hold_low_confidence
/guide/child-support/child-support-modification-employer-income-change,child-support,/guide/child-support/child-support-agency-collection-procedure,child-support,child-support-agency-collection-limits,child-support,replace,0.816,"sim 0.81, needs review",hold_low_confidence
/guide/wage/wage-fixed-overtime-actual-mismatch,wage,/guide/wage/wage-overtime-consent-scope,wage,wage-overtime-consent-coercion-invalid,wage,replace,0.794,"sim 0.77, needs review",hold_low_confidence
/guide/unemployment/unemployment-recommendation-vs-resignation-boundary,unemployment,/guide/unemployment/unemployment-honorary-retirement-justified,unemployment,unemployment-60-retirement-benefit,unemployment,replace,0.891,"sim 0.71, needs review",hold_low_confidence
/guide/unemployment/unemployment-recommendation-vs-resignation-boundary,unemployment,/guide/dismissal/dismissal-recommendation-settlement-negotiation,dismissal,dismissal-relocation-refused-then-fired,dismissal,replace_low,0.83,"sim 0.60, needs review",hold_low_confidence
